1314926405024,0.313268,-0.08172209,9.997335,3
1314926405193,0.313268,-0.08172209,10.038197,3
1314926405281,0.27240697,-0.10896278,10.038197,3
1314926405310,0.27240697,-0.08172209,10.038197,3
1314926405341,0.313268,-0.10896278,10.038197,3
1314926405383,0.313268,-0.10896278,9.997335,3
1314926405424,0.313268,-0.08172209,10.038197,3
1314926405520,0.313268,-0.10896278,10.079058,3
1314926405545,0.313268,-0.08172209,10.038197,3
1314926405582,0.313268,-0.08172209,9.997335,3
1314926405620,0.3405087,-0.10896278,9.997335,3
1314926405665,0.313268,-0.08172209,10.038197,3
1314926405712,0.27240697,-0.10896278,10.038197,3
1314926405747,0.313268,-0.10896278,10.038197,3
1314926405786,0.313268,-0.10896278,9.997335,3
1314926405829,0.27240697,-0.10896278,9.997335,3
1314926405865,0.313268,-0.10896278,10.038197,3
1314926405905,0.313268,-0.08172209,10.079058,3
1314926405955,0.27240697,-0.08172209,10.038197,3
1314926405988,0.313268,-0.10896278,10.038197,3
1314926406027,0.313268,-0.10896278,9.997335,3
1314926406100,0.313268,-0.08172209,9.997335,3
1314926406179,0.313268,-0.10896278,9.997335,3
1314926406220,0.27240697,-0.10896278,10.038197,3
1314926406260,0.3405087,-0.08172209,10.079058,3
1314926406299,0.27240697,-0.10896278,9.915613,3
1314926406340,0.313268,-0.10896278,9.915613,3
1314926406380,0.19068487,-0.08172209,9.656827,3
1314926406422,0.88532263,-0.14982383,9.575105,3
1314926406461,1.5390993,0.19068487,9.915613,3
1314926406500,-0.29964766,0.53119355,10.147159,3
1314926406543,0.6537767,-1.1849703,10.800936,3
1314926406578,0.9942854,-0.7218784,10.56939,3
1314926406619,7.1234417,-0.42223078,10.651112,3
1314926406659,-0.61291564,0.50395286,9.847511,3
1314926406701,4.944186,-2.3018389,9.384419,3
1314926406744,4.671779,-1.1441092,8.076866,3
1314926406782,5.7477865,-0.95342433,9.302697,3
1314926406824,4.9850473,-2.3699405,12.871228,3
1314926406867,4.7126403,-2.4108016,15.213928,3
1314926406901,3.445948,-0.7218784,13.988097,3
1314926406951,1.7297841,-1.3756552,9.466142,3
1314926406996,0.7627395,0.08172209,6.891896,3
1314926407030,-0.7218784,-0.6537767,3.2961242,3
1314926407073,-0.9942854,-0.19068487,0.7218784,3
1314926407114,-0.040861044,0.92618364,1.4982382,3
1314926407158,1.334794,0.0,4.630918,3
1314926407203,2.1792557,-1.7297841,13.565866,3
1314926407269,2.1792557,-1.1441092,18.768839,3
1314926407331,1.920469,-0.14982383,16.467001,3
1314926407340,1.920469,0.6537767,12.108489,3
1314926407369,1.920469,0.14982383,10.310603,3
1314926407408,1.9885708,0.23154591,10.079058,3
1314926407448,1.9885708,0.14982383,9.466142,3
1314926407488,2.0294318,0.27240697,8.62168,3
1314926407529,2.070293,0.53119355,8.539958,3
1314926407573,2.070293,0.46309182,8.62168,3
1314926407612,1.9477097,0.6946377,8.730643,3
1314926407654,1.879608,0.7218784,9.00305,3
1314926407695,1.7297841,0.61291564,8.962189,3
1314926407732,1.3756552,0.3405087,8.894087,3
1314926407772,1.1849703,-0.040861044,10.079058,3
1314926407813,1.607201,0.08172209,11.114203,3
1314926407852,2.2609777,0.50395286,11.032481,3
1314926407892,2.4516625,0.50395286,10.528529,3
1314926407935,2.4108016,0.46309182,10.18802,3
1314926407980,2.1792557,0.42223078,9.615966,3
1314926408014,1.879608,0.38136974,9.80665,3
1314926408054,1.879608,0.42223078,9.656827,3
1314926408078,1.920469,0.53119355,9.152874,3
1314926408118,1.879608,0.7627395,9.193735,3
1314926408164,1.8387469,0.84446156,9.043911,3
1314926408202,1.7570249,0.84446156,9.193735,3
1314926408242,1.607201,0.7627395,9.425281,3
1314926408283,1.56634,0.7218784,9.615966,3
1314926408323,1.4982382,0.7627395,9.656827,3
1314926408363,1.4165162,0.7218784,9.507003,3
1314926408405,1.4573772,0.8036005,9.507003,3
1314926408445,1.3756552,0.61291564,9.724928,3
1314926408484,1.334794,0.5720546,9.956474,3
1314926408522,1.4982382,0.46309182,10.378705,3
1314926408562,1.4165162,0.46309182,10.732834,3
1314926408598,1.3075534,0.46309182,10.991621,3
1314926408643,1.2666923,0.313268,12.176591,3
1314926408681,1.879608,0.42223078,13.252599,3
1314926408722,2.7240696,0.92618364,12.830367,3
1314926408764,3.759216,1.3756552,10.528529,3
1314926408804,4.671779,1.920469,7.246025,3
1314926408843,4.0180025,1.3756552,4.3312707,3
1314926408882,0.3405087,0.0,0.42223078,3
1314926408924,-5.8976107,-1.7570249,-0.7218784,3
1314926408965,-8.19945,-4.671779,3.718355,3
1314926409002,-3.759216,-5.5162406,17.352324,3
